,NRM_REGION,CATCHMENT,MMP_SITE_NAME,DEPTH,SITE_NO,LATITUDE,LONGITUDE,P_CODE,VISIT_NO,YEAR_CODE,SAMPLE_DATE,GROUP_CODE,COVER,ALGAE_COVER,SOFT_COVER,HARD_COVER
4808,Wet Tropics,Johnstone,Fitzroy West,5,2,-16.9221,145.999633,IN,13,2017,2017-06-26,Algae,46.13,46.13,31.88,16.75
4812,Wet Tropics,Johnstone,Fitzroy West,5,1,-16.92315,145.99625,IN,14,2018,2018-06-03,Algae,39.43,39.43,12.02,24.68
4816,Wet Tropics,Johnstone,Fitzroy West,5,2,-16.9221,145.999633,IN,14,2018,2018-06-03,Algae,41.25,41.25,34.38,19.88
4820,Wet Tropics,Johnstone,Fitzroy West,5,1,-16.92315,145.99625,IN,15,2019,2019-07-22,Algae,44.25,44.25,11.13,27.63
4824,Wet Tropics,Johnstone,Fitzroy West,5,2,-16.9221,145.999633,IN,15,2019,2019-07-22,Algae,33.63,33.63,39.25,24.38
4828,Wet Tropics,Johnstone,Fitzroy West,5,1,-16.92315,145.99625,IN,16,2020,2020-07-19,Algae,38.3,38.3,12.39,29.56
4832,Wet Tropics,Johnstone,Fitzroy West,5,2,-16.9221,145.999633,IN,16,2020,2020-07-19,Algae,27.75,27.75,37.63,28.63
4836,Wet Tropics,Johnstone,Franklands East,2,1,-17.203783,146.07675,IN,1,2005,2005-08-05,Algae,38.13,38.13,13.25,48.63
4840,Wet Tropics,Johnstone,Franklands East,2,2,-17.21955,146.09025,IN,1,2005,2005-08-05,Algae,64.0,64.0,1.13,17.75
4844,Wet Tropics,Johnstone,Franklands East,2,1,-17.203783,146.07675,IN,2,2006,2006-05-27,Algae,86.88,86.88,2.63,9.75
4848,Wet Tropics,Johnstone,Franklands East,2,2,-17.21955,146.09025,IN,2,2006,2006-05-27,Algae,70.0,70.0,0.63,18.0
4852,Wet Tropics,Johnstone,Franklands East,2,1,-17.203783,146.07675,IN,3,2007,2007-07-08,Algae,89.38,89.38,0.63,8.88
4856,Wet Tropics,Johnstone,Franklands East,2,2,-17.21955,146.09025,IN,3,2007,2007-07-08,Algae,75.5,75.5,0.63,16.13
4860,Wet Tropics,Johnstone,Franklands East,2,1,-17.203783,146.07675,IN,5,2009,2009-07-08,Algae,70.88,70.88,2.63,25.75
4864,Wet Tropics,Johnstone,Franklands East,2,2,-17.21955,146.09025,IN,5,2009,2009-07-08,Algae,60.75,60.75,1.38,27.38
4868,Wet Tropics,Johnstone,Franklands East,2,1,-17.203783,146.07675,IN,7,2011,2011-08-18,Algae,87.75,87.75,0.88,9.63
4872,Wet Tropics,Johnstone,Franklands East,2,2,-17.21955,146.09025,IN,7,2011,2011-08-18,Algae,70.88,70.88,0.0,16.25
4876,Wet Tropics,Johnstone,Franklands East,2,1,-17.203783,146.07675,IN,9,2013,2013-08-07,Algae,80.25,80.25,1.25,13.13
4880,Wet Tropics,Johnstone,Franklands East,2,2,-17.21955,146.09025,IN,9,2013,2013-08-07,Algae,64.75,64.75,0.63,21.75
4884,Wet Tropics,Johnstone,Franklands East,2,1,-17.203783,146.07675,IN,11,2015,2015-08-03,Algae,69.88,69.88,1.75,21.63
4888,Wet Tropics,Johnstone,Franklands East,2,2,-17.21955,146.09025,IN,11,2015,2015-08-03,Algae,53.13,53.13,1.13,30.13
4892,Wet Tropics,Johnstone,Franklands East,2,1,-17.203783,146.07675,IN,12,2016,2016-07-22,Algae,72.25,72.25,2.13,24.13
4896,Wet Tropics,Johnstone,Franklands East,2,2,-17.21955,146.09025,IN,12,2016,2016-07-22,Algae,44.25,44.25,0.88,44.25
4900,Wet Tropics,Johnstone,Franklands East,2,1,-17.203783,146.07675,IN,13,2017,2017-08-06,Algae,64.0,64.0,1.5,31.25
4904,Wet Tropics,Johnstone,Franklands East,2,2,-17.21955,146.09025,IN,13,2017,2017-08-06,Algae,56.13,56.13,0.88,33.13
4908,Wet Tropics,Johnstone,Franklands East,2,1,-17.203783,146.07675,IN,14,2018,2018-06-04,Algae,51.38,51.38,4.75,41.0
4912,Wet Tropics,Johnstone,Franklands East,2,2,-17.21955,146.09025,IN,14,2018,2018-06-04,Algae,47.88,47.88,0.88,40.5
4916,Wet Tropics,Johnstone,Franklands East,2,1,-17.203783,146.07675,IN,15,2019,2019-07-20,Algae,47.5,47.5,4.63,44.38
4920,Wet Tropics,Johnstone,Franklands East,2,2,-17.21955,146.09025,IN,15,2019,2019-07-20,Algae,38.88,38.88,0.88,54.63
4924,Wet Tropics,Johnstone,Franklands East,2,1,-17.203783,146.07675,IN,16,2020,2020-07-21,Algae,33.0,33.0,5.5,59.25
4928,Wet Tropics,Johnstone,Franklands East,2,2,-17.21955,146.09025,IN,16,2020,2020-07-20,Algae,33.38,33.38,2.0,54.63
4932,Wet Tropics,Johnstone,Franklands East,5,1,-17.20325,146.077,IN,1,2005,2005-08-04,Algae,66.25,66.25,5.61,26.77
4936,Wet Tropics,Johnstone,Franklands East,5,2,-17.2191,146.091433,IN,1,2005,2005-08-05,Algae,77.5,77.5,9.5,10.75
4940,Wet Tropics,Johnstone,Franklands East,5,1,-17.20325,146.077,IN,2,2006,2006-05-27,Algae,90.0,90.0,1.0,7.38
4944,Wet Tropics,Johnstone,Franklands East,5,2,-17.2191,146.091433,IN,2,2006,2006-05-27,Algae,72.88,72.88,8.88,14.63
4948,Wet Tropics,Johnstone,Franklands East,5,1,-17.20325,146.077,IN,3,2007,2007-07-08,Algae,94.63,94.63,1.63,2.63
4952,Wet Tropics,Johnstone,Franklands East,5,2,-17.2191,146.091433,IN,3,2007,2007-07-08,Algae,66.13,66.13,10.13,20.0
4956,Wet Tropics,Johnstone,Franklands East,5,1,-17.20325,146.077,IN,5,2009,2009-07-08,Algae,89.0,89.0,1.38,7.75
4960,Wet Tropics,Johnstone,Franklands East,5,2,-17.2191,146.091433,IN,5,2009,2009-07-08,Algae,43.88,43.88,11.25,41.0
4964,Wet Tropics,Johnstone,Franklands East,5,1,-17.20325,146.077,IN,7,2011,2011-08-18,Algae,85.75,85.75,2.0,3.75
4968,Wet Tropics,Johnstone,Franklands East,5,2,-17.2191,146.091433,IN,7,2011,2011-08-18,Algae,61.5,61.5,5.38,28.25
4972,Wet Tropics,Johnstone,Franklands East,5,1,-17.20325,146.077,IN,9,2013,2013-08-07,Algae,78.25,78.25,2.0,6.25
4976,Wet Tropics,Johnstone,Franklands East,5,2,-17.2191,146.091433,IN,9,2013,2013-08-07,Algae,43.38,43.38,7.0,45.5
4980,Wet Tropics,Johnstone,Franklands East,5,1,-17.20325,146.077,IN,11,2015,2015-08-03,Algae,72.13,72.13,3.13,14.38
4984,Wet Tropics,Johnstone,Franklands East,5,2,-17.2191,146.091433,IN,11,2015,2015-08-03,Algae,22.63,22.63,5.88,69.0
4988,Wet Tropics,Johnstone,Franklands East,5,1,-17.20325,146.077,IN,12,2016,2016-07-22,Algae,79.63,79.63,3.25,13.88
4992,Wet Tropics,Johnstone,Franklands East,5,2,-17.2191,146.091433,IN,12,2016,2016-07-22,Algae,15.25,15.25,4.63,78.63
4996,Wet Tropics,Johnstone,Franklands East,5,1,-17.20325,146.077,IN,13,2017,2017-08-06,Algae,81.13,81.13,2.5,12.13
5000,Wet Tropics,Johnstone,Franklands East,5,2,-17.2191,146.091433,IN,13,2017,2017-08-06,Algae,36.88,36.88,2.75,58.75
5004,Wet Tropics,Johnstone,Franklands East,5,1,-17.20325,146.077,IN,14,2018,2018-06-04,Algae,65.13,65.13,6.63,18.25
5008,Wet Tropics,Johnstone,Franklands East,5,2,-17.2191,146.091433,IN,14,2018,2018-06-04,Algae,40.13,40.13,1.5,57.5
5012,Wet Tropics,Johnstone,Franklands East,5,1,-17.20325,146.077,IN,15,2019,2019-07-20,Algae,68.13,68.13,5.88,17.88
5016,Wet Tropics,Johnstone,Franklands East,5,2,-17.2191,146.091433,IN,15,2019,2019-07-20,Algae,31.0,31.0,2.38,66.0
5020,Wet Tropics,Johnstone,Franklands East,5,1,-17.20325,146.077,IN,16,2020,2020-07-21,Algae,61.75,61.75,5.88,26.5
5024,Wet Tropics,Johnstone,Franklands East,5,2,-17.2191,146.091433,IN,16,2020,2020-07-20,Algae,36.44,36.44,1.0,58.69
5028,Wet Tropics,Johnstone,Franklands West,2,1,-17.226967,146.090467,IN,1,2005,2005-08-05,Algae,72.13,72.13,4.5,23.13
5032,Wet Tropics,Johnstone,Franklands West,2,2,-17.212467,146.075967,IN,1,2005,2005-08-04,Algae,49.88,49.88,21.38,27.75
5036,Wet Tropics,Johnstone,Franklands West,2,1,-17.226967,146.090467,IN,2,2006,2006-05-30,Algae,72.0,72.0,3.0,25.0
5040,Wet Tropics,Johnstone,Franklands West,2,2,-17.212467,146.075967,IN,2,2006,2006-05-30,Algae,37.5,37.5,19.38,40.5
5044,Wet Tropics,Johnstone,Franklands West,2,1,-17.226967,146.090467,IN,3,2007,2007-08-15,Algae,77.2,77.2,1.13,21.55
5048,Wet Tropics,Johnstone,Franklands West,2,2,-17.212467,146.075967,IN,3,2007,2007-08-15,Algae,46.72,46.72,15.55,36.47
5052,Wet Tropics,Johnstone,Franklands West,2,1,-17.226967,146.090467,IN,4,2008,2008-07-06,Algae,67.88,67.88,2.88,29.25
5056,Wet Tropics,Johnstone,Franklands West,2,2,-17.212467,146.075967,IN,4,2008,2008-07-06,Algae,42.75,42.75,20.13,36.63
5060,Wet Tropics,Johnstone,Franklands West,2,1,-17.226967,146.090467,IN,5,2009,2009-08-21,Algae,61.25,61.25,5.75,33.0
5064,Wet Tropics,Johnstone,Franklands West,2,2,-17.212467,146.075967,IN,5,2009,2009-08-21,Algae,39.75,39.75,17.5,41.88
5068,Wet Tropics,Johnstone,Franklands West,2,1,-17.226967,146.090467,IN,6,2010,2010-06-03,Algae,44.5,44.5,13.0,41.5
5072,Wet Tropics,Johnstone,Franklands West,2,2,-17.212467,146.075967,IN,6,2010,2010-06-03,Algae,32.88,32.88,22.38,43.63
5076,Wet Tropics,Johnstone,Franklands West,2,1,-17.226967,146.090467,IN,7,2011,2011-08-19,Algae,63.28,63.28,9.76,26.71
5080,Wet Tropics,Johnstone,Franklands West,2,2,-17.212467,146.075967,IN,7,2011,2011-08-22,Algae,45.13,45.13,23.63,30.63
5084,Wet Tropics,Johnstone,Franklands West,2,1,-17.226967,146.090467,IN,8,2012,2012-06-06,Algae,53.76,53.76,12.79,32.94
5088,Wet Tropics,Johnstone,Franklands West,2,2,-17.212467,146.075967,IN,8,2012,2012-06-06,Algae,44.0,44.0,18.5,36.38
5092,Wet Tropics,Johnstone,Franklands West,2,1,-17.226967,146.090467,IN,9,2013,2013-08-07,Algae,55.98,55.98,8.9,34.61
5096,Wet Tropics,Johnstone,Franklands West,2,2,-17.212467,146.075967,IN,9,2013,2013-08-08,Algae,41.97,41.97,25.85,31.8
5100,Wet Tropics,Johnstone,Franklands West,2,1,-17.226967,146.090467,IN,10,2014,2014-07-15,Algae,49.63,49.63,13.13,37.0
5104,Wet Tropics,Johnstone,Franklands West,2,2,-17.212467,146.075967,IN,10,2014,2014-07-15,Algae,29.0,29.0,36.25,34.5
5108,Wet Tropics,Johnstone,Franklands West,2,1,-17.226967,146.090467,IN,12,2016,2016-07-20,Algae,36.88,36.88,19.5,43.5
5112,Wet Tropics,Johnstone,Franklands West,2,2,-17.212467,146.075967,IN,12,2016,2016-07-20,Algae,23.04,23.04,30.28,46.18
5116,Wet Tropics,Johnstone,Franklands West,2,1,-17.226967,146.090467,IN,13,2017,2017-08-06,Algae,45.38,45.38,7.38,47.25
5120,Wet Tropics,Johnstone,Franklands West,2,2,-17.212467,146.075967,IN,13,2017,2017-08-06,Algae,56.13,56.13,14.63,29.13
5124,Wet Tropics,Johnstone,Franklands West,2,1,-17.226967,146.090467,IN,14,2018,2018-06-05,Algae,43.88,43.88,7.5,48.13
5128,Wet Tropics,Johnstone,Franklands West,2,2,-17.212467,146.075967,IN,14,2018,2018-06-05,Algae,50.5,50.5,15.25,34.13
5132,Wet Tropics,Johnstone,Franklands West,2,1,-17.226967,146.090467,IN,16,2020,2020-07-20,Algae,41.56,41.56,9.65,48.67
5136,Wet Tropics,Johnstone,Franklands West,2,2,-17.212467,146.075967,IN,16,2020,2020-07-21,Algae,35.63,35.63,23.63,40.63
5140,Wet Tropics,Johnstone,Franklands West,5,1,-17.226967,146.090367,IN,1,2005,2005-08-04,Algae,37.88,37.88,0.0,61.38
5144,Wet Tropics,Johnstone,Franklands West,5,2,-17.212583,146.075733,IN,1,2005,2005-08-04,Algae,29.0,29.0,3.13,66.88
5148,Wet Tropics,Johnstone,Franklands West,5,1,-17.226967,146.090367,IN,2,2006,2006-05-30,Algae,35.75,35.75,0.0,63.75
5152,Wet Tropics,Johnstone,Franklands West,5,2,-17.212583,146.075733,IN,2,2006,2006-05-30,Algae,18.25,18.25,1.25,79.75
5156,Wet Tropics,Johnstone,Franklands West,5,1,-17.226967,146.090367,IN,3,2007,2007-08-15,Algae,33.98,33.98,0.0,65.52
5160,Wet Tropics,Johnstone,Franklands West,5,2,-17.212583,146.075733,IN,3,2007,2007-08-15,Algae,31.38,31.38,2.88,64.88
5164,Wet Tropics,Johnstone,Franklands West,5,1,-17.226967,146.090367,IN,4,2008,2008-07-06,Algae,32.88,32.88,0.0,65.13
5168,Wet Tropics,Johnstone,Franklands West,5,2,-17.212583,146.075733,IN,4,2008,2008-07-06,Algae,40.29,40.29,4.5,55.08
5172,Wet Tropics,Johnstone,Franklands West,5,1,-17.226967,146.090367,IN,5,2009,2009-08-21,Algae,35.75,35.75,0.0,62.25
5176,Wet Tropics,Johnstone,Franklands West,5,2,-17.212583,146.075733,IN,5,2009,2009-08-21,Algae,39.38,39.38,2.88,56.75
5180,Wet Tropics,Johnstone,Franklands West,5,1,-17.226967,146.090367,IN,6,2010,2010-06-03,Algae,26.88,26.88,0.0,69.38
5184,Wet Tropics,Johnstone,Franklands West,5,2,-17.212583,146.075733,IN,6,2010,2010-06-03,Algae,41.0,41.0,2.13,55.88
5188,Wet Tropics,Johnstone,Franklands West,5,1,-17.226967,146.090367,IN,7,2011,2011-08-19,Algae,35.25,35.25,0.13,62.63
5192,Wet Tropics,Johnstone,Franklands West,5,2,-17.212583,146.075733,IN,7,2011,2011-08-18,Algae,36.93,36.93,1.38,60.06
5196,Wet Tropics,Johnstone,Franklands West,5,1,-17.226967,146.090367,IN,8,2012,2012-06-06,Algae,38.71,38.71,0.13,59.66
5200,Wet Tropics,Johnstone,Franklands West,5,2,-17.212583,146.075733,IN,8,2012,2012-06-06,Algae,55.99,55.99,3.51,39.86
5204,Wet Tropics,Johnstone,Franklands West,5,1,-17.226967,146.090367,IN,9,2013,2013-08-07,Algae,42.88,42.88,0.0,55.75
5208,Wet Tropics,Johnstone,Franklands West,5,2,-17.212583,146.075733,IN,9,2013,2013-08-08,Algae,64.8,64.8,3.52,31.19
5212,Wet Tropics,Johnstone,Franklands West,5,1,-17.226967,146.090367,IN,10,2014,2014-07-15,Algae,41.72,41.72,0.0,57.03
5216,Wet Tropics,Johnstone,Franklands West,5,2,-17.212583,146.075733,IN,10,2014,2014-07-15,Algae,54.0,54.0,3.64,42.24
5220,Wet Tropics,Johnstone,Franklands West,5,1,-17.226967,146.090367,IN,12,2016,2016-07-20,Algae,24.88,24.88,0.13,74.25
5224,Wet Tropics,Johnstone,Franklands West,5,2,-17.212583,146.075733,IN,12,2016,2016-07-20,Algae,34.75,34.75,7.38,56.75
5228,Wet Tropics,Johnstone,Franklands West,5,1,-17.226967,146.090367,IN,13,2017,2017-08-06,Algae,36.63,36.63,0.0,62.75
5232,Wet Tropics,Johnstone,Franklands West,5,2,-17.212583,146.075733,IN,13,2017,2017-08-06,Algae,53.63,53.63,2.25,44.13
5236,Wet Tropics,Johnstone,Franklands West,5,1,-17.226967,146.090367,IN,14,2018,2018-06-05,Algae,49.5,49.5,0.0,49.63
5240,Wet Tropics,Johnstone,Franklands West,5,2,-17.212583,146.075733,IN,14,2018,2018-06-05,Algae,57.38,57.38,2.75,39.88
5244,Wet Tropics,Johnstone,Franklands West,5,1,-17.226967,146.090367,IN,16,2020,2020-07-20,Algae,42.18,42.18,0.25,56.45
5248,Wet Tropics,Johnstone,Franklands West,5,2,-17.212583,146.075733,IN,16,2020,2020-07-21,Algae,48.38,48.38,3.88,47.63
5252,Wet Tropics,Johnstone,High East,2,1,-17.15815,146.0147,IN,1,2005,2005-09-04,Algae,54.5,54.5,13.5,25.88
5256,Wet Tropics,Johnstone,High East,2,2,-17.163217,146.01245,IN,1,2005,2005-09-04,Algae,40.88,40.88,4.0,53.0
5260,Wet Tropics,Johnstone,High East,2,1,-17.15815,146.0147,IN,2,2006,2006-05-27,Algae,37.0,37.0,13.75,35.63
5264,Wet Tropics,Johnstone,High East,2,2,-17.163217,146.01245,IN,2,2006,2006-05-31,Algae,27.88,27.88,3.25,65.25
5268,Wet Tropics,Johnstone,High East,2,1,-17.15815,146.0147,IN,3,2007,2007-07-07,Algae,36.0,36.0,17.63,38.38
5272,Wet Tropics,Johnstone,High East,2,2,-17.163217,146.01245,IN,3,2007,2007-07-07,Algae,18.5,18.5,1.0,78.63
5276,Wet Tropics,Johnstone,High East,2,1,-17.15815,146.0147,IN,5,2009,2009-08-22,Algae,30.5,30.5,20.38,42.75
5280,Wet Tropics,Johnstone,High East,2,2,-17.163217,146.01245,IN,5,2009,2009-08-22,Algae,22.52,22.52,2.39,73.22
5284,Wet Tropics,Johnstone,High East,2,1,-17.15815,146.0147,IN,7,2011,2011-05-29,Algae,61.75,61.75,14.75,16.75
5288,Wet Tropics,Johnstone,High East,2,2,-17.163217,146.01245,IN,7,2011,2011-05-29,Algae,89.75,89.75,1.25,7.0
5292,Wet Tropics,Johnstone,High East,2,1,-17.15815,146.0147,IN,9,2013,2013-08-08,Algae,43.38,43.38,19.0,26.5
5296,Wet Tropics,Johnstone,High East,2,2,-17.163217,146.01245,IN,9,2013,2013-08-08,Algae,77.13,77.13,1.88,19.25
5300,Wet Tropics,Johnstone,High East,2,1,-17.15815,146.0147,IN,11,2015,2015-08-04,Algae,28.63,28.63,24.38,37.0
5304,Wet Tropics,Johnstone,High East,2,2,-17.163217,146.01245,IN,11,2015,2015-08-04,Algae,47.13,47.13,4.5,47.0
5308,Wet Tropics,Johnstone,High East,2,1,-17.15815,146.0147,IN,12,2016,2016-07-21,Algae,23.15,23.15,24.66,43.68
5312,Wet Tropics,Johnstone,High East,2,2,-17.163217,146.01245,IN,12,2016,2016-07-22,Algae,28.88,28.88,4.63,64.63
5316,Wet Tropics,Johnstone,High East,2,1,-17.15815,146.0147,IN,13,2017,2017-06-25,Algae,42.63,42.63,15.88,31.75
5320,Wet Tropics,Johnstone,High East,2,2,-17.163217,146.01245,IN,13,2017,2017-06-25,Algae,45.0,45.0,1.88,51.5
5324,Wet Tropics,Johnstone,High East,2,1,-17.15815,146.0147,IN,14,2018,2018-06-04,Algae,34.75,34.75,20.88,33.25
5328,Wet Tropics,Johnstone,High East,2,2,-17.163217,146.01245,IN,14,2018,2018-06-04,Algae,38.25,38.25,3.5,56.88
5332,Wet Tropics,Johnstone,High East,2,1,-17.15815,146.0147,IN,15,2019,2019-07-20,Algae,24.13,24.13,25.0,42.25
5336,Wet Tropics,Johnstone,High East,2,2,-17.163217,146.01245,IN,15,2019,2019-07-21,Algae,39.25,39.25,2.5,58.0
5340,Wet Tropics,Johnstone,High East,2,1,-17.15815,146.0147,IN,16,2020,2020-08-09,Algae,26.13,26.13,21.5,43.38
5344,Wet Tropics,Johnstone,High East,2,2,-17.163217,146.01245,IN,16,2020,2020-08-09,Algae,28.88,28.88,5.0,64.75
5348,Wet Tropics,Johnstone,High East,5,1,-17.158433,146.014817,IN,1,2005,2005-09-04,Algae,39.75,39.75,13.75,36.13
5352,Wet Tropics,Johnstone,High East,5,2,-17.163683,146.012833,IN,1,2005,2005-09-04,Algae,78.5,78.5,0.25,19.0
5356,Wet Tropics,Johnstone,High East,5,1,-17.158433,146.014817,IN,2,2006,2006-05-27,Algae,40.0,40.0,12.63,30.13
5360,Wet Tropics,Johnstone,High East,5,2,-17.163683,146.012833,IN,2,2006,2006-05-30,Algae,67.88,67.88,1.25,28.25
5364,Wet Tropics,Johnstone,High East,5,1,-17.158433,146.014817,IN,3,2007,2007-07-07,Algae,31.94,31.94,17.51,31.79
5368,Wet Tropics,Johnstone,High East,5,2,-17.163683,146.012833,IN,3,2007,2007-07-07,Algae,61.88,61.88,0.88,34.75
5372,Wet Tropics,Johnstone,High East,5,1,-17.158433,146.014817,IN,5,2009,2009-08-22,Algae,25.38,25.38,17.38,40.13
5376,Wet Tropics,Johnstone,High East,5,2,-17.163683,146.012833,IN,5,2009,2009-08-22,Algae,45.38,45.38,0.75,50.25
5380,Wet Tropics,Johnstone,High East,5,1,-17.158433,146.014817,IN,7,2011,2011-05-29,Algae,52.63,52.63,9.88,25.0
5384,Wet Tropics,Johnstone,High East,5,2,-17.163683,146.012833,IN,7,2011,2011-05-29,Algae,80.63,80.63,0.75,15.0
5388,Wet Tropics,Johnstone,High East,5,1,-17.158433,146.014817,IN,9,2013,2013-08-08,Algae,31.88,31.88,18.38,29.63
5392,Wet Tropics,Johnstone,High East,5,2,-17.163683,146.012833,IN,9,2013,2013-08-08,Algae,67.88,67.88,1.13,22.0
5396,Wet Tropics,Johnstone,High East,5,1,-17.158433,146.014817,IN,11,2015,2015-08-04,Algae,24.75,24.75,16.63,47.5
5400,Wet Tropics,Johnstone,High East,5,2,-17.163683,146.012833,IN,11,2015,2015-08-04,Algae,49.5,49.5,1.88,45.0
5404,Wet Tropics,Johnstone,High East,5,1,-17.158433,146.014817,IN,12,2016,2016-07-21,Algae,30.63,30.63,17.0,39.0
5408,Wet Tropics,Johnstone,High East,5,2,-17.163683,146.012833,IN,12,2016,2016-07-22,Algae,44.0,44.0,3.13,51.0
5412,Wet Tropics,Johnstone,High East,5,1,-17.158433,146.014817,IN,13,2017,2017-06-25,Algae,36.13,36.13,16.88,39.5
5416,Wet Tropics,Johnstone,High East,5,2,-17.163683,146.012833,IN,13,2017,2017-06-25,Algae,49.88,49.88,1.75,45.63
5420,Wet Tropics,Johnstone,High East,5,1,-17.158433,146.014817,IN,14,2018,2018-06-04,Algae,26.25,26.25,20.25,35.0
5424,Wet Tropics,Johnstone,High East,5,2,-17.163683,146.012833,IN,14,2018,2018-06-04,Algae,46.25,46.25,3.25,46.75
5428,Wet Tropics,Johnstone,High East,5,1,-17.158433,146.014817,IN,15,2019,2019-07-20,Algae,19.38,19.38,19.0,46.88
5432,Wet Tropics,Johnstone,High East,5,2,-17.163683,146.012833,IN,15,2019,2019-07-21,Algae,42.25,42.25,1.75,52.88
5436,Wet Tropics,Johnstone,High East,5,1,-17.158433,146.014817,IN,16,2020,2020-08-08,Algae,22.75,22.75,18.63,48.63
5440,Wet Tropics,Johnstone,High East,5,2,-17.163683,146.012833,IN,16,2020,2020-08-09,Algae,37.5,37.5,1.63,60.0
5444,Wet Tropics,Johnstone,High West,2,1,-17.16215,146.007033,IN,1,2005,2005-09-04,Algae,27.25,27.25,0.63,71.5
5448,Wet Tropics,Johnstone,High West,2,2,-17.16005,146.0058,IN,1,2005,2005-08-05,Algae,44.63,44.63,11.83,40.03
5452,Wet Tropics,Johnstone,High West,2,1,-17.16215,146.007033,IN,2,2006,2006-05-31,Algae,19.75,19.75,0.0,77.88
5456,Wet Tropics,Johnstone,High West,2,2,-17.16005,146.0058,IN,2,2006,2006-05-31,Algae,40.35,40.35,7.15,44.35
5460,Wet Tropics,Johnstone,High West,2,1,-17.16215,146.007033,IN,3,2007,2007-08-16,Algae,32.06,32.06,0.88,66.44
5464,Wet Tropics,Johnstone,High West,2,2,-17.16005,146.0058,IN,3,2007,2007-08-16,Algae,44.25,44.25,9.63,42.5
5468,Wet Tropics,Johnstone,High West,2,1,-17.16215,146.007033,IN,4,2008,2008-08-05,Algae,24.5,24.5,0.0,73.63
5472,Wet Tropics,Johnstone,High West,2,2,-17.16005,146.0058,IN,4,2008,2008-08-05,Algae,37.0,37.0,10.38,47.75
5476,Wet Tropics,Johnstone,High West,2,1,-17.16215,146.007033,IN,5,2009,2009-08-22,Algae,32.88,32.88,0.13,64.13
5480,Wet Tropics,Johnstone,High West,2,2,-17.16005,146.0058,IN,5,2009,2009-08-24,Algae,34.38,34.38,13.25,47.0
5484,Wet Tropics,Johnstone,High West,2,1,-17.16215,146.007033,IN,6,2010,2010-06-03,Algae,25.38,25.38,0.0,71.63
5488,Wet Tropics,Johnstone,High West,2,2,-17.16005,146.0058,IN,6,2010,2010-06-04,Algae,32.75,32.75,14.25,46.25
5492,Wet Tropics,Johnstone,High West,2,1,-17.16215,146.007033,IN,7,2011,2011-05-29,Algae,35.64,35.64,1.0,61.73
5496,Wet Tropics,Johnstone,High West,2,2,-17.16005,146.0058,IN,7,2011,2011-05-31,Algae,48.41,48.41,11.13,33.7
5500,Wet Tropics,Johnstone,High West,2,1,-17.16215,146.007033,IN,8,2012,2012-08-08,Algae,36.78,36.78,0.63,61.08
5504,Wet Tropics,Johnstone,High West,2,2,-17.16005,146.0058,IN,8,2012,2012-08-08,Algae,46.68,46.68,11.89,33.17
5508,Wet Tropics,Johnstone,High West,2,1,-17.16215,146.007033,IN,9,2013,2013-08-10,Algae,36.08,36.08,0.63,61.29
5512,Wet Tropics,Johnstone,High West,2,2,-17.16005,146.0058,IN,9,2013,2013-08-10,Algae,47.27,47.27,9.39,35.83
5516,Wet Tropics,Johnstone,High West,2,1,-17.16215,146.007033,IN,10,2014,2014-07-22,Algae,26.63,26.63,1.25,70.38
5520,Wet Tropics,Johnstone,High West,2,2,-17.16005,146.0058,IN,10,2014,2014-07-22,Algae,38.0,38.0,10.75,41.13
5524,Wet Tropics,Johnstone,High West,2,1,-17.16215,146.007033,IN,12,2016,2016-07-21,Algae,25.88,25.88,1.75,70.75
5528,Wet Tropics,Johnstone,High West,2,2,-17.16005,146.0058,IN,12,2016,2016-07-21,Algae,35.63,35.63,14.0,46.63
5532,Wet Tropics,Johnstone,High West,2,1,-17.16215,146.007033,IN,13,2017,2017-06-25,Algae,32.13,32.13,0.75,65.13
5536,Wet Tropics,Johnstone,High West,2,2,-17.16005,146.0058,IN,13,2017,2017-06-25,Algae,50.5,50.5,10.63,34.5
5540,Wet Tropics,Johnstone,High West,2,1,-17.16215,146.007033,IN,14,2018,2018-06-05,Algae,27.21,27.21,0.88,70.16
5544,Wet Tropics,Johnstone,High West,2,2,-17.16005,146.0058,IN,14,2018,2018-06-05,Algae,50.0,50.0,9.25,35.88
5548,Wet Tropics,Johnstone,High West,2,1,-17.16215,146.007033,IN,15,2019,2019-07-20,Algae,33.13,33.13,1.13,64.13
5552,Wet Tropics,Johnstone,High West,2,2,-17.16005,146.0058,IN,15,2019,2019-07-21,Algae,41.75,41.75,15.88,39.63
5556,Wet Tropics,Johnstone,High West,2,1,-17.16215,146.007033,IN,16,2020,2020-07-21,Algae,36.81,36.81,0.63,60.56
5560,Wet Tropics,Johnstone,High West,2,2,-17.16005,146.0058,IN,16,2020,2020-07-21,Algae,43.0,43.0,13.38,38.5
5564,Wet Tropics,Johnstone,High West,5,1,-17.16215,146.006983,IN,1,2005,2005-09-04,Algae,42.0,42.0,2.0,38.5
5568,Wet Tropics,Johnstone,High West,5,2,-17.16005,146.00575,IN,1,2005,2005-08-05,Algae,62.07,62.07,6.28,14.32
5572,Wet Tropics,Johnstone,High West,5,1,-17.16215,146.006983,IN,2,2006,2006-05-31,Algae,50.94,50.94,0.25,29.04
5576,Wet Tropics,Johnstone,High West,5,2,-17.16005,146.00575,IN,2,2006,2006-05-31,Algae,63.7,63.7,3.25,13.65
